dataset,image_path,label,split,source_split,is_math,width,height,timesteps,label_len,ctc_feasible
mathwriting,mathwriting/images/train_0018f24943dc3a6d.png,\frac{\frac{64}{252}}{(\frac{3}{\sqrt{10}})^{476}},train,train,1,66,64,8,50,0
mathwriting,mathwriting/images/train_001968b41d7a2a5e.png,\tilde{G}_{2},train,train,1,64,64,8,13,0
mathwriting,mathwriting/images/train_00199521551168b4.png,Y_{i2}^{2}=Y^{2}+\frac{Y}{Z},train,train,1,157,64,19,28,0
mathwriting,mathwriting/images/train_0019e071c44ec6db.png,S_{g}S_{h}=S_{gh},train,train,1,181,64,22,17,1
mathwriting,mathwriting/images/train_001a10b7020f1648.png,\hat{v},train,train,1,64,64,8,7,1
mathwriting,mathwriting/images/train_001ade3fc20c6023.png,1+2\lceil2logn\rceil,train,train,1,168,64,21,20,1
mathwriting,mathwriting/images/train_001b24d7961c0250.png,\lambda\sqrt{p}>(p^{1/4}+1)^{2},train,train,1,64,64,8,31,0
mathwriting,mathwriting/images/train_001b7f33a2bc97cf.png,P^{\alpha\dot{\beta}}=T^{\alpha\dot{\beta}},train,train,1,136,64,17,43,0
mathwriting,mathwriting/images/train_001bd3c0fcc3e969.png,x^{2}+\sqrt{x}-14=0,train,train,1,196,64,24,19,1
mathwriting,mathwriting/images/train_001c75031d2f1b4e.png,v=\frac{E_{i}}{\omega}(1+\frac{2}{\gamma^{2}}),train,train,1,150,64,18,46,0
mathwriting,mathwriting/images/train_001cd3e5d48795f8.png,\frac{\frac{\frac{\sqrt{352}}{\sqrt{111}}}{7}}{{4^{336}}^{294}},train,train,1,86,64,10,63,0
mathwriting,mathwriting/images/train_001d283588dfa718.png,"k=1,2",train,train,1,135,64,16,5,1
mathwriting,mathwriting/images/train_001d4a58ade080ad.png,[\begin{matrix}1&2\\ 1&1\end{matrix}],train,train,1,93,64,11,37,0
mathwriting,mathwriting/images/train_001daaef0125176b.png,80^{80^{80^{80^{...}}}},train,train,1,99,64,12,23,0
mathwriting,mathwriting/images/train_001df2cb90f05776.png,{k^{l}}^{f},train,train,1,64,64,8,11,0
mathwriting,mathwriting/images/train_001e24c5e9f2d1d6.png,P_{cr}=\alpha\frac{\lambda^{2}}{4\pi n_{0}n_{2}},train,train,1,168,64,21,48,0
mathwriting,mathwriting/images/train_001e284c1c22fd3d.png,rN(1-\frac{N}{K})=H,train,train,1,179,64,22,19,1
mathwriting,mathwriting/images/train_001e28a505c83359.png,\frac{16}{5}\sqrt{\frac{2}{7\pi}},train,train,1,102,64,12,33,0
mathwriting,mathwriting/images/train_001e35e5192e71b8.png,\int_{-r}^{r}|y-s|dx,train,train,1,107,64,13,20,0
mathwriting,mathwriting/images/train_001ea39cc64103db.png,a^{a^{-^{-^{a^{a}}}}},train,train,1,71,64,8,21,0
mathwriting,mathwriting/images/train_001ec4c3972734f5.png,H_{(1-X)}=\frac{\beta-1}{2\beta-1},train,train,1,131,64,16,34,0
mathwriting,mathwriting/images/train_001ec8217428b573.png,Re_{p},train,train,1,82,64,10,6,1
mathwriting,mathwriting/images/train_001edc715205b281.png,<<<,train,train,1,238,64,29,3,1
mathwriting,mathwriting/images/train_001fbf6705912a65.png,\tilde{\gamma}(0)=p,valid,train,1,112,64,14,19,0
mathwriting,mathwriting/images/train_00201d421de15e75.png,x\leftarrow x+0,train,train,1,240,64,30,15,1
mathwriting,mathwriting/images/train_0020214d39489a06.png,E=\frac{sc^{9}}{\sqrt{1+\frac{d^{9}}{c^{9}}}},train,train,1,110,64,13,45,0
mathwriting,mathwriting/images/train_002028badcc0a910.png,w_{1}^{i}=\frac{1}{N},train,train,1,95,64,11,21,0
mathwriting,mathwriting/images/train_00206363645d51b8.png,"(t,y)\in[0,T]\times R^{m}",train,train,1,233,64,29,25,1
mathwriting,mathwriting/images/train_0020f62a652b7ade.png,V=\frac{E*G*U}{O*R},train,train,1,169,64,21,19,1
mathwriting,mathwriting/images/train_002115ea86c132d5.png,\partial^{2}f/\partial x^{2},train,train,1,138,64,17,28,0
mathwriting,mathwriting/images/train_002135d6f617f487.png,\int_{c(r)}R(z)dz=0,train,train,1,118,64,14,19,0
mathwriting,mathwriting/images/train_00215a57ddbfeb55.png,H=kA\frac{T_{H}-T_{L}}{L},train,train,1,161,64,20,25,0
mathwriting,mathwriting/images/train_0021846124835296.png,(\begin{matrix}4\\ 2\end{matrix})=6,train,train,1,96,64,12,35,0
mathwriting,mathwriting/images/train_00218b2789863031.png,"\nu,\mu",train,train,1,93,64,11,7,1
mathwriting,mathwriting/images/train_00219f9279a29e24.png,\overline{O_{L}P},train,train,1,79,64,9,17,0
mathwriting,mathwriting/images/train_0021af3efdeb11f9.png,{{3^{\sqrt{9}}}^{468}}^{(\frac{431}{38})^{7}},train,train,1,98,64,12,45,0
mathwriting,mathwriting/images/train_002230bb31dc5728.png,\frac{\frac{7}{167}}{(454^{7}+6)},train,train,1,92,64,11,33,0
mathwriting,mathwriting/images/train_002377a6dd2c3f2d.png,n\cdot sin(\frac{1}{n}),train,train,1,160,64,20,23,0
mathwriting,mathwriting/images/train_00243a7f6ce804e6.png,"\beta<min(R,2\sqrt{R})",train,train,1,208,64,26,22,1
mathwriting,mathwriting/images/train_00247d853ee3e7f4.png,t=\frac{e}{s_{e}},train,train,1,96,64,12,17,0
mathwriting,mathwriting/images/train_0024a3c3355c974e.png,\nabla B_{z}=\frac{dB_{z}}{dA}\nabla A,train,train,1,167,64,20,38,0
mathwriting,mathwriting/images/train_0025980adb4f0ea4.png,M=(\begin{matrix}0&0\\ 1&0\end{matrix}),train,train,1,128,64,16,39,0
mathwriting,mathwriting/images/train_00269f2f43a4f7a8.png,J=-M(\frac{d}{dx})\frac{df}{dc},train,train,1,197,64,24,31,0
mathwriting,mathwriting/images/train_002708879bc6168f.png,\frac{b-a}{2}(f_{0}+f_{1}),train,train,1,167,64,20,26,0
mathwriting,mathwriting/images/train_00277f25659d617b.png,\mu(\tilde{X}\cap\tilde{Y})=0,train,train,1,166,64,20,29,0
mathwriting,mathwriting/images/train_00278a7c09f0fa84.png,\frac{dV_{r}}{dt},train,train,1,67,64,8,17,0
mathwriting,mathwriting/images/train_0027a65fd5f29943.png,"exp(m,n)=m^{n}",train,train,1,190,64,23,14,1
mathwriting,mathwriting/images/train_0028445e8b8d9c9d.png,-2x+5<x+3,train,train,1,269,64,33,9,1
mathwriting,mathwriting/images/train_002874c6284541c5.png,i_{1}^{\prime}=\frac{i_{1}\cdot vt_{1}}{\sqrt{1\cdot\frac{v^{8}}{n^{8}}}},train,train,1,104,64,13,73,0
mathwriting,mathwriting/images/train_002911cf7c0e8fcb.png,"\underline{x}=(x_{1},...,x_{d})",train,train,1,277,64,34,31,1
mathwriting,mathwriting/images/train_002946bfef94228f.png,\psi\rightarrow\varphi,train,train,1,157,64,19,22,0
mathwriting,mathwriting/images/train_002a7e32a88eba46.png,(\begin{matrix}m+n\\ m\end{matrix}),train,train,1,79,64,9,35,0
mathwriting,mathwriting/images/train_002abe421dcea4a4.png,{7^{112}}^{\frac{\sqrt{5}}{\sqrt{10}}},train,train,1,122,64,15,38,0
mathwriting,mathwriting/images/train_002aebbe15848f08.png,\sqrt{g/l},train,train,1,64,64,8,10,0
mathwriting,mathwriting/images/train_002b03f369cbf37a.png,(\begin{matrix}x\\ k\end{matrix}),train,train,1,64,64,8,33,0
mathwriting,mathwriting/images/train_002b556b492dc0f9.png,K/BB=\frac{K}{BB},train,train,1,139,64,17,17,1
mathwriting,mathwriting/images/train_002b81122bbd555b.png,\sqrt{m},train,train,1,97,64,12,8,1
mathwriting,mathwriting/images/train_002b8eed3f910b14.png,[\begin{matrix}3&4&4\\ 4&5\\ 6&7\end{matrix}],train,train,1,75,64,9,45,0
mathwriting,mathwriting/images/train_002b948f1376592f.png,q=K\sqrt{p},train,train,1,118,64,14,11,1
mathwriting,mathwriting/images/train_002bead60b5e1e8f.png,x^{n-m}=\frac{x^{n}}{x^{m}},train,train,1,106,64,13,27,0
mathwriting,mathwriting/images/train_002cf3be58f4b524.png,[\begin{matrix}ac\\ bd\\ 0\end{matrix}],train,train,1,64,64,8,39,0
mathwriting,mathwriting/images/train_002d65feee6d6ea0.png,\hat{q}_{o},train,train,1,64,64,8,11,0
mathwriting,mathwriting/images/train_002d76a8701a7536.png,|x[n]|,train,train,1,142,64,17,6,1
mathwriting,mathwriting/images/train_002dc6ca867cebc1.png,O(\sqrt{logn_{i-1}}),train,train,1,169,64,21,20,1
mathwriting,mathwriting/images/train_002dc95aa246d6d3.png,1-\frac{2}{\sqrt{5}},train,train,1,101,64,12,20,0
mathwriting,mathwriting/images/train_002e043b378fcd74.png,{238^{412}}^{\frac{132^{246}}{293}},train,train,1,151,64,18,35,0
mathwriting,mathwriting/images/train_002e3654ccc00e43.png,a\cdot\frac{m}{s}:=\frac{am}{s},train,train,1,155,64,19,31,0
mathwriting,mathwriting/images/train_002e43a297cdf063.png,(x)O(\underline{x}:G),train,train,1,169,64,21,21,1
mathwriting,mathwriting/images/train_002e5dffa0a6b7ad.png,\theta=\theta_{o},train,train,1,119,64,14,17,0
mathwriting,mathwriting/images/train_002e60ace3dcf5ae.png,\tilde{X}=f(Y),train,train,1,143,64,17,14,1
mathwriting,mathwriting/images/train_002e6c42ee8a3032.png,\frac{dS}{dt}=N\cdot v,train,train,1,130,64,16,22,0
mathwriting,mathwriting/images/train_002f166b9799d984.png,II_{\infty},train,train,1,79,64,9,11,0
mathwriting,mathwriting/images/train_002f2501b6237d46.png,\sqrt{\frac{5}{126}},train,train,1,64,64,8,20,0
mathwriting,mathwriting/images/train_002f5ad07f82d0f5.png,(\begin{matrix}k-1\\ D-1\end{matrix}),valid,train,1,80,64,10,37,0
mathwriting,mathwriting/images/train_00304cc925245853.png,\int_{S}FdS,train,train,1,76,64,9,11,0
mathwriting,mathwriting/images/train_0030c91cb9f0f166.png,\frac{\partial logB_{\nu}(T)}{\partial log\nu}\simeq2,train,train,1,139,64,17,53,0
mathwriting,mathwriting/images/train_0030e3da579f9ae8.png,e^{j\omega t},train,train,1,78,64,9,13,0
mathwriting,mathwriting/images/train_00312a6b81d6e64b.png,z=\frac{h}{\sqrt[8]{\cdot\frac{u_{1}}{5}}},train,train,1,85,64,10,42,0
mathwriting,mathwriting/images/train_00314906c1c993d2.png,{\prod_{i}}^{\prime}G_{i},train,train,1,66,64,8,25,0
mathwriting,mathwriting/images/train_0031acba6857269f.png,s\{\begin{matrix}3\\ 3\end{matrix}\},train,train,1,75,64,9,36,0
mathwriting,mathwriting/images/train_0031b4d1b0febf74.png,A_{0}=aA^{*},train,train,1,156,64,19,12,1
mathwriting,mathwriting/images/train_003216f5859e3d6e.png,(\frac{\frac{3}{492}}{149})^{{6^{202}}^{8}},train,train,1,75,64,9,43,0
mathwriting,mathwriting/images/train_0032522af22a45a5.png,368+8-\frac{483}{\sqrt{206}},train,train,1,147,64,18,28,0
mathwriting,mathwriting/images/train_0032b37cbd8fbbef.png,p=\frac{RT}{\underline{V}},train,train,1,71,64,8,26,0
mathwriting,mathwriting/images/train_0032f911c76cf848.png,\frac{m}{\sqrt{5-\frac{y^{8}}{c^{8}}}},train,train,1,67,64,8,38,0
mathwriting,mathwriting/images/train_00330410630018f4.png,3\sqrt{2},train,train,1,84,64,10,9,1
mathwriting,mathwriting/images/train_00333fa03cc27707.png,\frac{\frac{\frac{3}{\sqrt{1}}}{447}}{4^{7}},train,train,1,64,64,8,44,0
mathwriting,mathwriting/images/train_0033c785a741d901.png,g(x)=5\sqrt{x},train,train,1,155,64,19,14,1
mathwriting,mathwriting/images/train_0034431789887edb.png,{\sqrt{6}+333^{10}}^{{9^{140}}^{10}},train,train,1,75,64,9,36,0
mathwriting,mathwriting/images/train_0034597d549e13cb.png,\Rightarrow b=\frac{n}{2n-1},train,train,1,183,64,22,28,0
mathwriting,mathwriting/images/train_0034ae2b4ced0aae.png,\frac{D_{\odot}^{2}}{2\mu_{0}r_{c}^{6}}=nmv^{2},train,train,1,151,64,18,47,0
mathwriting,mathwriting/images/train_0034eedc982f65cb.png,g=(\begin{matrix}A&B\\ C&D\end{matrix}),train,train,1,110,64,13,39,0
mathwriting,mathwriting/images/train_0034f8a0f7d74d02.png,\hat{\nu}_{i},train,train,1,64,64,8,13,0
mathwriting,mathwriting/images/train_00353d603817fbb8.png,2(\begin{matrix}n\\ j\end{matrix}),train,train,1,74,64,9,34,0
mathwriting,mathwriting/images/train_003550f3003f38f7.png,r_{N}^{k}(m)<cn^{\frac{N}{k}-1},train,train,1,181,64,22,31,0
mathwriting,mathwriting/images/train_00355b186a50a2f2.png,\frac{\partial X_{i}}{\partial P_{Y}}>0,train,train,1,110,64,13,39,0
mathwriting,mathwriting/images/train_0035f266d1df31e1.png,1-C^{2},train,train,1,129,64,16,7,1
mathwriting,mathwriting/images/train_0035f8f41dcb71e5.png,\hat{\beta}=(\overline{y/x}),valid,train,1,123,64,15,28,0
mathwriting,mathwriting/images/train_00364219afad1b29.png,C/D\ge20,train,train,1,187,64,23,8,1
mathwriting,mathwriting/images/train_00367759ae90c0ad.png,(\begin{matrix}4\\ 2\end{matrix}),train,train,1,64,64,8,33,0
mathwriting,mathwriting/images/train_0036d8c0b91358c2.png,\frac{du}{dy},train,train,1,64,64,8,13,0
mathwriting,mathwriting/images/train_00373fdac871c875.png,\frac{mn(n+1)}{mn(n+1)+2np},train,train,1,118,64,14,27,0
mathwriting,mathwriting/images/train_00374250ed130982.png,2^{2^{2^{2^{74}}}},train,train,1,64,64,8,18,0
mathwriting,mathwriting/images/train_00378ff3af63af33.png,\frac{3}{2}\frac{F}{V_{0}},train,train,1,80,64,10,26,0
mathwriting,mathwriting/images/train_003848a170f3b943.png,"L(s,E)=\prod_{p}L_{p}(s,E)^{-1}",train,train,1,191,64,23,31,0
mathwriting,mathwriting/images/train_003853a58e3d5a91.png,y=\sqrt[3]{x},train,train,1,107,64,13,13,1
mathwriting,mathwriting/images/train_0038a2e3644b182c.png,"\sigma(t)=(\frac{1}{1-t},0)",train,train,1,161,64,20,27,0
mathwriting,mathwriting/images/train_003907ea0d4ff5df.png,\frac{(\frac{9}{6}+309)}{\frac{10}{10}},train,train,1,83,64,10,39,0
mathwriting,mathwriting/images/train_003939fb3699dd95.png,\frac{6(90-\pi^{4})}{5(\pi^{2}-6)^{2}},train,train,1,89,64,11,38,0
mathwriting,mathwriting/images/train_003945936248f448.png,"X\sim Benini(\alpha,0,\sigma)",train,train,1,236,64,29,29,1
mathwriting,mathwriting/images/train_00399e1081f27f06.png,M=(\begin{matrix}1&-1\\ 0&0\end{matrix}),train,train,1,121,64,15,40,0
mathwriting,mathwriting/images/train_0039a6b904d24a6d.png,D=\frac{k_{B}T}{f},train,train,1,79,64,9,18,0
mathwriting,mathwriting/images/train_003a89aeb01a2843.png,f^{*}=min_{x\in R^{n}}\{f(x)\},train,train,1,194,64,24,30,0
mathwriting,mathwriting/images/train_003aa982ee78b0e5.png,"[x,x+\sqrt{2x}],x\ge2",train,train,1,181,64,22,21,1
mathwriting,mathwriting/images/train_003b6135448cb579.png,\sqrt{n_{1}n_{2}/(n_{1}+n_{2})}g,train,train,1,140,64,17,32,0
mathwriting,mathwriting/images/train_003bacc76ae4e64b.png,"\{0,9\}^{7^{7^{\aleph_{0}}}}",train,train,1,75,64,9,28,0
mathwriting,mathwriting/images/train_003d13dc78e8434c.png,l_{4}^{l_{2}^{l_{3}^{-^{-^{-}}}}},train,train,1,71,64,8,33,0
mathwriting,mathwriting/images/train_003d71d72ab7273e.png,"f,g\in\pi_{n}(X,x_{0})",train,train,1,230,64,28,22,1
mathwriting,mathwriting/images/train_003e6fa5f4387282.png,n^{\underline{k}},train,train,1,73,64,9,17,0
mathwriting,mathwriting/images/train_003ebf3ba7f5e81b.png,"cov(X,Y)=\frac{1}{2}+\frac{1}{\pi}",train,train,1,195,64,24,34,0
mathwriting,mathwriting/images/train_003ee4a2b278b706.png,\eta_{mean}=\frac{\sum_{i}p_{i}t_{i}\eta_{i}}{\sum_{i}p_{i}t_{i}},train,train,1,94,64,11,65,0
mathwriting,mathwriting/images/train_003f260c4e9e26e0.png,0\le\underline{d}(\vec{X})\le\overline{d}(\vec{X})\le n,train,train,1,244,64,30,55,0
mathwriting,mathwriting/images/train_003f776fa12094ca.png,V=f(t)=V_{0}e^{-\frac{t}{\tau}},test,train,1,144,64,18,31,0
mathwriting,mathwriting/images/train_003ff3afd3719f1f.png,(\frac{N-1}{N}),train,train,1,70,64,8,15,0
mathwriting,mathwriting/images/train_004099078f90b1dd.png,41-164^{{3^{300}}^{6}},train,train,1,103,64,12,22,0
mathwriting,mathwriting/images/train_00412b9cea8d9a57.png,a=\frac{\sqrt{3}}{3},train,train,1,64,64,8,20,0
mathwriting,mathwriting/images/train_00414326e8d45016.png,distance=\frac{c\delta t}{2},train,train,1,144,64,18,28,0
mathwriting,mathwriting/images/train_0041b78521987ea3.png,\beta(g)=\lambda\frac{\partial g}{\partial\lambda},train,train,1,140,64,17,50,0
mathwriting,mathwriting/images/train_0042427d52f66cce.png,c_{\epsilon}^{\rho},train,train,1,69,64,8,19,0
mathwriting,mathwriting/images/train_0042adc7422e4c17.png,2y\frac{dy}{dx}=3x^{2}-1,train,train,1,142,64,17,24,0
mathwriting,mathwriting/images/train_0042efb08dc66a78.png,\tilde{Y},train,train,1,64,64,8,9,0
mathwriting,mathwriting/images/train_00430200ea47c6be.png,(\begin{matrix}k\\ 2\end{matrix})=\frac{k(k-1)}{2},train,train,1,103,64,12,50,0
mathwriting,mathwriting/images/train_004378528ac8aab5.png,\int_{0}^{x}f(t)dt,train,train,1,130,64,16,18,0
mathwriting,mathwriting/images/train_0044e78f94f1e0af.png,"[F^{[l]},F^{[l^{\prime}]}]=0",train,train,1,229,64,28,28,1
mathwriting,mathwriting/images/train_0044ff3105c5bf2c.png,\hat{u},train,train,1,64,64,8,7,1
mathwriting,mathwriting/images/train_00457e3beef52191.png,"||p_{\sigma}||\in[0,\alpha\sqrt{n}]",train,train,1,155,64,19,35,0
mathwriting,mathwriting/images/train_004583f3918b5baf.png,b=a\sqrt{1-\epsilon^{2}},train,train,1,149,64,18,24,0
mathwriting,mathwriting/images/train_0045b615e639841f.png,"R=(0,w)\times(0,h)",train,train,1,232,64,29,18,1
mathwriting,mathwriting/images/train_0045b7dcdcc10ebd.png,\overline{V^{\prime}L},train,train,1,100,64,12,22,0
mathwriting,mathwriting/images/train_0045edc2a00696a2.png,(1-\frac{1}{e}),train,train,1,98,64,12,15,0
mathwriting,mathwriting/images/train_00461d23d9e36c43.png,(\frac{96}{387})^{\frac{10}{2}},train,train,1,78,64,9,31,0
mathwriting,mathwriting/images/train_00467c27c74f0a31.png,n\hat{F}_{n}(t),train,train,1,134,64,16,15,1
mathwriting,mathwriting/images/train_00469d1e38330631.png,\frac{48}{2(9+3)},train,train,1,64,64,8,17,0
mathwriting,mathwriting/images/train_00469e688b4629ee.png,"(\begin{matrix}50\\ 3\end{matrix})=19,600",train,train,1,149,64,18,41,0
mathwriting,mathwriting/images/train_0046a5c8a8ebe12b.png,dS=\frac{dQ}{T},train,train,1,127,64,15,15,1
mathwriting,mathwriting/images/train_004726b917d6cb40.png,\hat{w}_{2},train,train,1,81,64,10,11,0
mathwriting,mathwriting/images/train_00476afe1911003e.png,OB,train,train,1,109,64,13,2,1
mathwriting,mathwriting/images/train_00480e58878a96f0.png,A_{p}(\kappa)=\frac{I_{p/2}(\kappa)}{I_{p/2-1}(\kappa)},train,train,1,154,64,19,55,0
mathwriting,mathwriting/images/train_004843a12bab7db2.png,P=-(\frac{\partial F}{\partial V})_{T},train,train,1,137,64,17,38,0
mathwriting,mathwriting/images/train_00486d2b7696b3ac.png,"q(x,t)=\delta(\underline{x},t)-r(\underline{x},t)",train,train,1,219,64,27,49,0
mathwriting,mathwriting/images/train_0048b101712f9477.png,N=m_{w}g+T,train,train,1,157,64,19,10,1
mathwriting,mathwriting/images/train_0048ef34f29a00a6.png,\frac{df}{dz}=f,train,train,1,92,64,11,15,0
mathwriting,mathwriting/images/train_004910aaf0c407b0.png,p(0)=\sqrt{2\hbar\rho},train,train,1,137,64,17,22,0
mathwriting,mathwriting/images/train_004926cda5247a44.png,"\iint f(x,y)dxdy",train,train,1,120,64,15,16,0
mathwriting,mathwriting/images/train_004970a2ad0fcb27.png,\Phi=\int E(\hat{e}_{\angle}\cdot dA),train,train,1,172,64,21,37,0
mathwriting,mathwriting/images/train_0049ac848a65b314.png,||,train,train,1,64,64,8,2,1
mathwriting,mathwriting/images/train_004a6b5c90fb637f.png,"g(x)=min(\frac{x}{\alpha},1)",train,train,1,143,64,17,28,0
mathwriting,mathwriting/images/train_004b768b53440655.png,"\frac{1}{1},\frac{4}{2},\frac{10}{3},\frac{20}{4},...",train,train,1,176,64,22,53,0
mathwriting,mathwriting/images/train_004ba924d34ee721.png,\hat{D}=D,train,train,1,115,64,14,9,1
mathwriting,mathwriting/images/train_004bd224818016b6.png,\lambda_{0}=\frac{h}{m_{0}c}-,train,train,1,122,64,15,29,0
mathwriting,mathwriting/images/train_004bfc81e4a676d3.png,|\psi^{\prime}\rangle=U_{\alpha}|\psi\rangle,train,train,1,217,64,27,44,0
mathwriting,mathwriting/images/train_004ca82a54a7b8b1.png,[\begin{matrix}x^{\prime}\\ y^{\prime}\end{matrix}],train,train,1,68,64,8,51,0
mathwriting,mathwriting/images/train_004ce6572e83fc05.png,|\Omega\rangle,train,train,1,94,64,11,14,0
mathwriting,mathwriting/images/train_004d67c88d5bc561.png,\tilde{\omega},train,train,1,64,64,8,14,0
mathwriting,mathwriting/images/train_004dc447285c6f09.png,\frac{1}{\sqrt{1-x^{2}}},train,train,1,69,64,8,24,0
mathwriting,mathwriting/images/train_004ddc4953b158a0.png,\frac{dy}{dx},train,train,1,64,64,8,13,0
mathwriting,mathwriting/images/train_004e009b3853b987.png,J=[\begin{matrix}0&I\\ -I&0\end{matrix}],train,train,1,145,64,18,40,0
mathwriting,mathwriting/images/train_004e74b6cceed2dc.png,[\begin{matrix}-1\\ 1\end{matrix}],train,train,1,73,64,9,34,0
mathwriting,mathwriting/images/train_004ecb0368429a6b.png,x^{\frac{n+1}{2}}\notin Z/nZ,train,train,1,190,64,23,28,0
mathwriting,mathwriting/images/train_004fcf98a58c60c6.png,K_{\lambda g}=\frac{1}{\lambda}K_{g},train,train,1,151,64,18,36,0
mathwriting,mathwriting/images/train_0050385ff54765b8.png,\frac{1}{4n}p^{2}\cdot cot(\pi/n),train,train,1,169,64,21,33,0
mathwriting,mathwriting/images/train_0050464363a7d02d.png,q=\frac{1}{\sqrt{1\cdot\frac{v^{5}}{c^{5}}}}\xi,train,train,1,103,64,12,47,0
mathwriting,mathwriting/images/train_00509c3f4df2ae81.png,\frac{log_{e}(x)-log_{e}(a)}{log_{e}(b)-log_{e}(a)},train,train,1,106,64,13,51,0
mathwriting,mathwriting/images/train_0050e5d65fe4c6c8.png,\int\frac{1}{u}du,train,train,1,87,64,10,17,0
mathwriting,mathwriting/images/train_0051050d3ae21062.png,(\begin{matrix}u&&-v\\ v&&u\end{matrix}),train,train,1,102,64,12,40,0
mathwriting,mathwriting/images/train_00517d95d9be27b6.png,V=x^{2}+y^{2}+z^{2},train,train,1,186,64,23,19,1
mathwriting,mathwriting/images/train_005183848fbb4582.png,C,valid,train,1,64,64,8,1,1
mathwriting,mathwriting/images/train_005240dff224e503.png,\varphi=\frac{3}{2}\eta,train,train,1,116,64,14,23,0
mathwriting,mathwriting/images/train_005280507bf77a14.png,u_{12}=\frac{z_{1}-z_{2}}{\sqrt{2}},train,train,1,157,64,19,35,0
mathwriting,mathwriting/images/train_0052ae19ccd26655.png,"S_{ab}=(\psi_{a}^{-},\psi_{b}^{+})",train,train,1,211,64,26,34,0
mathwriting,mathwriting/images/train_00531f3417af201d.png,e=\sqrt{1-(b/a)^{2}},train,train,1,171,64,21,20,1
mathwriting,mathwriting/images/train_0053236c2c93ca7a.png,x_{min},train,train,1,132,64,16,7,1
mathwriting,mathwriting/images/train_00533e51d1318659.png,s\{\begin{matrix}5\\ 4\end{matrix}\},train,train,1,74,64,9,36,0
mathwriting,mathwriting/images/train_00535d357b40d674.png,f(x)=\int_{a}^{x}g(t)dt,train,train,1,116,64,14,23,0
mathwriting,mathwriting/images/train_0053d2e7fe7f1b19.png,\forall\epsilon_{1}>0\exists k_{1},train,train,1,225,64,28,34,0
mathwriting,mathwriting/images/train_0053f4751a1d9065.png,[\frac{2n\pi}{3};\frac{2(n+1)\pi}{3}],train,train,1,186,64,23,37,0
mathwriting,mathwriting/images/train_0054984b97f4db67.png,"\{1,2,6,12\}",train,train,1,226,64,28,12,1
mathwriting,mathwriting/images/train_0054bca374360260.png,x^{-}=\frac{t-x}{\sqrt{2}},train,train,1,99,64,12,26,0
mathwriting,mathwriting/images/train_0055071e7d92c6d3.png,\overline{(\frac{\alpha}{\pi})_{3}}=(\frac{\overline{\alpha}}{\overline{\pi}})_{3},train,train,1,137,64,17,82,0
mathwriting,mathwriting/images/train_005552b6f3c2532b.png,W^{\mathbb{C}}\cong W\oplus\overline{W},train,train,1,172,64,21,39,0
mathwriting,mathwriting/images/train_005577a3adb560d1.png,S_{22}=\frac{-T_{21}}{T_{22}},train,train,1,141,64,17,29,0
mathwriting,mathwriting/images/train_0056232ec140f267.png,\hat{g},train,train,1,64,64,8,7,1
mathwriting,mathwriting/images/train_00562b4e0fffdf9b.png,\tilde{y}=\tilde{w}=h(\tilde{X})-\tilde{Y},train,train,1,173,64,21,42,0
mathwriting,mathwriting/images/train_005645eee0313ff8.png,\hat{x}_{1},train,train,1,64,64,8,11,0
mathwriting,mathwriting/images/train_0056be10bc3d4215.png,E^{g}[X|F_{t}]:=Y_{t},train,train,1,241,64,30,21,1
mathwriting,mathwriting/images/train_0056d10feb24b22a.png,S^{+}=T^{+},train,train,1,159,64,19,11,1
mathwriting,mathwriting/images/train_0058a2803ec98084.png,\frac{d^{2}y}{dt^{2}},train,train,1,72,64,9,21,0
mathwriting,mathwriting/images/train_00592b6249eb667d.png,\tilde{T}_{i}:G/G^{\prime}\rightarrow H_{i}/H_{i}^{\prime},train,train,1,227,64,28,58,0
mathwriting,mathwriting/images/train_0059490f718283b0.png,\sigma_{\overline{x}}=\frac{\sigma}{\sqrt{n}}\sqrt{\gamma_{2}},train,train,1,64,64,8,62,0
mathwriting,mathwriting/images/train_005981442638300b.png,\frac{\partial p}{\partial z}+\rho g=0,train,train,1,137,64,17,38,0
mathwriting,mathwriting/images/train_0059d5230b4c7d83.png,\sqrt{p}=\frac{b}{\sqrt{a}},train,train,1,131,64,16,27,0
mathwriting,mathwriting/images/train_005a00e263515939.png,\mathbb{Q},train,train,1,64,64,8,10,0
mathwriting,mathwriting/images/train_005a8007883b90e4.png,\frac{dB}{dG},train,train,1,64,64,8,13,0
mathwriting,mathwriting/images/train_005b3a9cefef9eef.png,\frac{\partial\rho}{\partial t}+\nabla\cdot(\rho\vec{v})=0,train,train,1,135,64,16,58,0
mathwriting,mathwriting/images/train_005b556b1c8a48b5.png,x+1\notin J,train,train,1,182,64,22,11,1
mathwriting,mathwriting/images/train_005b73671359b925.png,P_{L}=I_{R}^{2}\cdot ESR,train,train,1,184,64,23,24,0
mathwriting,mathwriting/images/train_005bbeae5efe2873.png,m\ge(\begin{matrix}k\\ 2\end{matrix}),valid,train,1,102,64,12,37,0
mathwriting,mathwriting/images/train_005c6f61e95345c7.png,y_{t}=y_{t-1}+c+e_{t},train,train,1,262,64,32,21,1
mathwriting,mathwriting/images/train_005d2166215b337b.png,\hat{w}(f),train,train,1,120,64,15,10,1
mathwriting,mathwriting/images/train_005d23c0847389f5.png,\prod_{i=1}^{n},valid,train,1,64,64,8,15,0
