image_path,label,split,category
images\train_00b373c6aa64df71.png,E=\sqrt{\sum P(n-X)^{2}},train,mathwriting
images\train_00b40e39938d6e59.png,F=\frac{1}{2}\sum_{i=1}^{n}A_{i}^{2}+A_{0},train,mathwriting
images\train_00b4df3f958e1c63.png,"R^{d}\times\{1,2\}",train,mathwriting
images\train_00b52438784e9fc7.png,\overline{Q},train,mathwriting
images\train_00b54f47bf212e18.png,2+\sqrt{2}+\sqrt{6},train,mathwriting
images\train_00b5920814f23b8a.png,a\sqrt{\frac{2+b^{2}}{2}},train,mathwriting
images\train_00b5adc74e5a496c.png,"x,y\notin H_{3},H_{4}",train,mathwriting
images\train_00b675083b11d16f.png,\frac{\frac{2}{10}}{8^{366}},train,mathwriting
images\train_00b67adc261acc0c.png,m=\frac{NIA}{L},train,mathwriting
images\train_00b681c5b5f6a973.png,\hat{c},train,mathwriting
images\train_00b6825ba90b32a2.png,\mathbb{L},train,mathwriting
images\train_00b68e5aa25c35bf.png,\overline{x}=\frac{1}{n}\sum_{i=1}^{n}x_{i},train,mathwriting
images\train_00b6b56e9c4eec10.png,\hat{p}=0,train,mathwriting
images\train_00b7fa6140e7b9dc.png,7^{7^{7^{7^{7}}}}-5,train,mathwriting
images\train_00b8c2cace0d7734.png,a_{2}=a-\frac{a\cdot b}{b\cdot b}b,train,mathwriting
images\train_00b90ad1dbbcf8f7.png,1-5/3+4^{466},train,mathwriting
images\train_00b91b26bcef7d8a.png,\frac{dB}{dG}=0,train,mathwriting
images\train_00b935a28293e803.png,"E_{l,m}^{(E)}=\frac{i}{k}\nabla\times B_{l,m}^{(E)}",train,mathwriting
images\train_00b93a581def91aa.png,E=\frac{wc^{0}}{\sqrt{1+\frac{d^{0}}{c^{0}}}},train,mathwriting
images\train_00b970134010a9c1.png,//x=x,train,mathwriting
images\train_00b9769835a5f00c.png,(b-c)),train,mathwriting
images\train_00b9e530b6f53e71.png,(\begin{matrix}9\\ 6\end{matrix}),train,mathwriting
images\train_00ba1a5b7f001b3e.png,(n+1)p-1\notin\mathbb{Z},train,mathwriting
images\train_00ba20a8862f8792.png,A=sup_{|z|\le R}Ref(z),train,mathwriting
images\train_00ba7ee21c2baf66.png,\tilde{X}:=f\circ X,train,mathwriting
images\train_00ba8e884a905a01.png,Z_{i}=\frac{\hat{p}_{i}\cdot\overline{p}}{\sqrt{\frac{\overline{p}(5\cdot\overline{p})}{r_{i}}}},train,mathwriting
images\train_00baea457863b547.png,-g=g_{00}\gamma,train,mathwriting
images\train_00bb33db7e42514a.png,J|_{U}:U\rightarrow V,train,mathwriting
images\train_00bb60cbdc9c84d7.png,\hat{4},train,mathwriting
images\train_00bbb81c8215c6e5.png,\mathbb{F},train,mathwriting
images\train_00bc18b360fac443.png,\tilde{N}(s)=L\{N(t)\},train,mathwriting
images\train_00bc1c89dff0672e.png,k=\lceil log_{2}n+1\rceil,train,mathwriting
images\train_00bc4b23a23691f4.png,N=\frac{ln(1-P)}{ln(1-f)},train,mathwriting
images\train_00bd288f8b44cea8.png,v_{g}=\frac{2\pi\Delta f}{\Delta k}=\frac{\Delta\omega}{\Delta k},train,mathwriting
images\train_00bdb0ffec13f280.png,\sqrt{-1},train,mathwriting
images\train_00bdd037b2fcd359.png,\sqrt{6}\times\sqrt{6},train,mathwriting
images\train_00bddacfb3de33ce.png,O(nlogn),train,mathwriting
images\train_00be2d3d96ac04bc.png,\int a(x)d\mu,train,mathwriting
images\train_00bedf1c34083cb6.png,a=\frac{3t}{\sqrt{10}}+3k,train,mathwriting
images\train_00bf0bd28d985e4c.png,\frac{\partial u}{\partial n}|_{\Gamma_{2}}=g,train,mathwriting
images\train_00bf9bfafcaa6110.png,F_{y}-\frac{d}{dt}F_{y^{\prime}}=0,train,mathwriting
images\train_00bfba782c3cfe9b.png,\sqrt{Z}e^{T}|\phi\rangle,train,mathwriting
images\train_00c05fbe1090a7a1.png,x\rightarrow\frac{x-\xi}{\omega},train,mathwriting
images\train_00c0887ae33bede6.png,k=\frac{\partial^{2}V}{\partial Q^{2}},train,mathwriting
images\train_00c0cefd35f09179.png,\int d^{3}xJ^{0},train,mathwriting
images\train_00c17438ed1f04bb.png,\mu=\overline{x},train,mathwriting
images\train_00c1d565778071cf.png,P=\frac{m_{8}v}{\sqrt{7-\frac{v^{5}}{u^{5}}}},train,mathwriting
images\train_00c1dd055b2b1fb3.png,\int_{a}^{b}f(x)dv(x),train,mathwriting
images\train_00c2112a1e84ff2d.png,1^{433}\cdot111+\sqrt{5}^{381},train,mathwriting
images\train_00c234fc9635fbee.png,\tilde{f}:X\rightarrow M_{f},train,mathwriting
images\train_00c24b2620b921b5.png,W\ge\sum_{i=1}^{n}(p_{i}\cdot x_{i}),train,mathwriting
images\train_00c29ee449700f42.png,e^{\cdot\frac{(F\cdot M)^{0}}{0{(s_{F})}^{0}}},train,mathwriting
images\train_00c2e3861f03e33b.png,\frac{dZ(t)}{dt},train,mathwriting
images\train_00c313b62c30229d.png,\frac{dF}{dL},train,mathwriting
images\train_00c3423d7e0c6dbd.png,7^{7^{7^{7^{7^{7}}}}}+3,train,mathwriting
images\train_00c353ce98a83689.png,\frac{dy}{dx}=\frac{x}{y},train,mathwriting
images\train_00c381eb2fdfd417.png,\prod C,train,mathwriting
images\train_00c4b74844ec1b08.png,\prod_{i=n-r+1}^{n}i,train,mathwriting
images\train_00c5d50c7889f91d.png,n=\prod_{i}{p_{i}}^{e_{i}},train,mathwriting
images\train_00c6902b462d0844.png,(\begin{matrix}a&b\\ b&c\end{matrix}),train,mathwriting
images\train_00c6c37443162cd5.png,v(t)=L\frac{di(t)}{dt},train,mathwriting
images\train_00c79eea1cc83609.png,\hat{\nu},train,mathwriting
images\train_00c83e99cddc9070.png,f:\mathbb{R}\rightarrow\mathbb{R}_{0}^{+},train,mathwriting
images\train_00c85ff69f8355e7.png,\hat{T}_{f},train,mathwriting
images\train_00c87e5d89862f0e.png,c=2rsin(\frac{\theta}{2}),train,mathwriting
images\train_00c89ae7b5b35b55.png,(\begin{matrix}n+2\\ 2\end{matrix})-2n-1,train,mathwriting
images\train_00c8c06ef415b770.png,2^{\frac{1}{2}}=\sqrt{2},train,mathwriting
images\train_00c8ff7a6e959462.png,\{\begin{matrix}3\\ 5\end{matrix}\},train,mathwriting
images\train_00c902e1d5b8c5b1.png,c_{i}=a+i\Delta x=\frac{2i}{n},train,mathwriting
images\train_00c99ba6c91094cd.png,\int_{0}^{\infty}f(x)dx\approx-\frac{\pi}{2},train,mathwriting
images\train_00ca9e9a6ebf58c4.png,r=\frac{ed}{1+esin\theta},train,mathwriting
images\train_00cac12a4671c258.png,"L_{\omega_{1},\omega}(Q)",train,mathwriting
images\train_00cac1e8f92bed61.png,W=N!/\prod_{i}N_{i}!,train,mathwriting
images\train_00cadadd591e2e02.png,ss\{\begin{matrix}2\\ 2\end{matrix}\},train,mathwriting
images\train_00cb09a8168b816e.png,\frac{d\psi}{dt}=\frac{T_{x}}{C\omega sin\epsilon},train,mathwriting
images\train_00cb1b9ba794cee8.png,1/\sqrt{\epsilon_{0}\mu_{0}},train,mathwriting
images\train_00cb66c8c56cd71a.png,(Im(\Gamma(\omega))<0),train,mathwriting
images\train_00cbaf59a21e2090.png,\sum_{n=1}^{\infty}\frac{sin\frac{x}{n}}{n},train,mathwriting
images\train_00ccac2e976d4083.png,\frac{d_{1}}{a}\le2,train,mathwriting
images\train_00cd23458e186264.png,I=\int xcos(x)dx,train,mathwriting
images\train_00cd43d154db7091.png,y_{4}^{\prime}=\frac{y_{4}-\frac{z}{c^{2}}k_{4}}{\sqrt{4-\frac{z^{2}}{c^{2}}}},train,mathwriting
images\train_00cddc27dd5740ec.png,(\begin{matrix}11\\ 5\end{matrix}),train,mathwriting
images\train_00ce75830353a63b.png,3\cdot10^{{6^{1}}^{1}},train,mathwriting
images\train_00cf55670b25c352.png,lim_{n\rightarrow\infty}(2^{n})^{\frac{1}{n}}=2,train,mathwriting
images\train_00cf5a81dcf04cd1.png,V=\frac{q_{1}q_{2}}{4\pi\epsilon_{0}|r|},train,mathwriting
images\train_00cf9829f705c143.png,\xi_{1}(s)=s\zeta(s+1),train,mathwriting
images\train_00cfe78ca472cf5c.png,mv\approx\frac{E}{c},train,mathwriting
images\train_00cff8c5b6cc7e29.png,\int_{V_{1}}^{V_{2}}PdV,train,mathwriting
images\train_00d03d830fff516f.png,r=\{x|x\notin x\},train,mathwriting
images\train_00d067b3c951ecea.png,{7^{398}}^{\frac{(4-2)}{10}},train,mathwriting
images\train_00d120ccd52d8949.png,0.5\sqrt{N},train,mathwriting
images\train_00d13dd42d77a7c5.png,"V:=L(\underline{a}_{1},...,\underline{a}_{r})",train,mathwriting
images\train_00d1f9b787cc3b54.png,A=\frac{1}{2}absinC,train,mathwriting
images\train_00d217b15900f1a8.png,x^{4}+3125=125x^{2},train,mathwriting
images\train_00d2270f0898e3ae.png,\tilde{g},train,mathwriting
images\train_00d26fd4bfe1b017.png,\frac{dE}{dx}=0,train,mathwriting
images\train_00d2a927d8619523.png,-T(\frac{\partial P}{\partial V})_{S},train,mathwriting
images\train_00d2b5b415bc127d.png,e^{-\frac{1}{2}\nu^{T}\sigma\sigma^{T}\nu},train,mathwriting
images\train_00d2d24345eb203c.png,(\frac{7^{258}}{270})^{\frac{6}{50}},train,mathwriting
images\train_00d2ff37f9ee154a.png,k^{\theta_{\eta}},train,mathwriting
images\train_00d31a8b766af999.png,((4+357)+\frac{6}{26}),train,mathwriting
images\train_00d3378276ea1b07.png,g(n)=\prod_{k=1}^{n}f(k),train,mathwriting
images\train_00d352360b3a7331.png,(\frac{\cdot}{n}),train,mathwriting
images\train_00d3d1d962fd23c2.png,\alpha_{2}=\frac{1}{2}+m,train,mathwriting
images\train_00d3ef1b5e2a5f23.png,f=\frac{vd}{\pi}\sqrt{\frac{3}{8L_{eq}D^{3}}},train,mathwriting
images\train_00d3fde9d2abc88b.png,IV=\int_{0}^{t}\sigma_{s}^{2}ds,train,mathwriting
images\train_00d40aba3e2c1a56.png,V=\frac{Mp}{Mb}0.2018D,train,mathwriting
images\train_00d4166313a830ad.png,B=(\begin{matrix}1&1\\ 3&1\\ 0&2\end{matrix}),train,mathwriting
images\train_00d42e11df91ff61.png,e_{z}=,train,mathwriting
images\train_00d45277f923188c.png,\sqrt{rs},train,mathwriting
images\train_00d463ac5048544f.png,s=\frac{1}{2}(a+b+c),train,mathwriting
images\train_00d4c401d2be0344.png,G(t)=\int_{0}^{t}g(s)ds,train,mathwriting
images\train_00d4fba1bc0e2766.png,7^{7^{7^{7^{7}}}}-5,train,mathwriting
images\train_00d50f82651d221d.png,l^{l^{\cdot^{\cdot^{l^{b}}}}},train,mathwriting
images\train_00d626c5dfe2faaa.png,w_{2}^{\prime}=\frac{w_{2}-rt_{2}}{\sqrt{7-\frac{r^{2}}{d^{2}}}},train,mathwriting
images\train_00d6a95cc03b7d37.png,Mod:Sign^{op}\rightarrow,train,mathwriting
images\train_00d6c7270d46d08c.png,\sqrt{\Delta},train,mathwriting
images\train_00d7dbaaebc93c25.png,x_{0}\in R^{n},train,mathwriting
images\train_00d7ff8ed057ae07.png,\Phi_{j}^{\chi},train,mathwriting
images\train_00d835109a2019f9.png,(\begin{matrix}k\\ r\end{matrix})=0,train,mathwriting
images\train_00d8af471fc0b6c9.png,z\rightarrow e^{i\theta}\frac{a+z}{1+a\overline{z}},train,mathwriting
images\train_00d97108b6f1edf9.png,(2n+1)^{-1},train,mathwriting
images\train_00d9e1779ff1518e.png,(0\le\epsilon\le\epsilon_{1}),train,mathwriting
images\train_00d9ff613c2ffabb.png,\beta=\frac{4}{\sqrt{4-\frac{d^{9}}{c^{9}}}},train,mathwriting
images\train_00da4c6454c7f1ff.png,t_{4}^{\prime}=\frac{t_{4}\cdot\frac{v}{h^{4}}r_{4}}{\sqrt{1\cdot\frac{v^{4}}{h^{4}}}},train,mathwriting
images\train_00da627474e4b72b.png,[\begin{matrix}2&2&4\\ 3\end{matrix}],train,mathwriting
images\train_00da701f2393767b.png,3*\frac{sin(\pi)-2}{e},train,mathwriting
images\train_00dace3b4fbf7110.png,N=(\begin{matrix}n\\ 2\end{matrix}),train,mathwriting
images\train_00db66da52f52017.png,\frac{\pi}{3\sqrt{3}},train,mathwriting
images\train_00db6804e82fc920.png,"X=A,\overline{A},A\overline{A}A,",train,mathwriting
images\train_00db9809f1e9db1a.png,b(\frac{\frac{1}{8}n_{1}^{2}}{n_{0}+n_{1}}),train,mathwriting
images\train_00dbb0801af98db2.png,O(\sqrt{n}),train,mathwriting
images\train_00dbc84271b0f570.png,\frac{d^{2}y}{dx^{2}},train,mathwriting
images\train_00dbf450d17b069d.png,p_{(t_{1})},train,mathwriting
images\train_00dcf1cc5396af63.png,-\frac{\partial\phi}{\partial x},train,mathwriting
images\train_00dd4aabd2702d63.png,u=x\sqrt{b^{2}-a^{2}},train,mathwriting
images\train_00dd6f4acf040aca.png,(\begin{matrix}v&0\cdot\cdot\cdot0\end{matrix}),train,mathwriting
images\train_00ddbd2b164e9c13.png,\sqrt{53}^{\sqrt{9}}-\frac{494}{\sqrt{8}},train,mathwriting
images\train_00dde8062a930b50.png,\frac{dQ_{T}}{dQ_{*}},train,mathwriting
images\train_00de25fd51e6b988.png,\frac{0}{0}=x,train,mathwriting
images\train_00de9ac4fbbd00ba.png,\frac{\frac{2}{401}}{8-490},train,mathwriting
images\train_00def091f7dc12ce.png,"\tilde{u}=[u,u^{\prime},u^{\prime\prime},...]^{T}",train,mathwriting
images\train_00defb5f20ced468.png,f=g\prod_{1}^{k}u^{a_{j}},train,mathwriting
images\train_00df340606b1b276.png,(\begin{matrix}K\\ k\end{matrix})(\begin{matrix}7-K\\ 3-k\end{matrix})=(\begin{matrix}K\\ 3\end{matrix}),train,mathwriting
images\train_00df9608efc8ad37.png,\beta=\sqrt{\frac{m}{r}},train,mathwriting
images\train_00e009773ef96b4f.png,\tilde{\theta},train,mathwriting
images\train_00e024507d30b2d2.png,\hat{\phi},train,mathwriting
images\train_00e048f1f4386f2b.png,\frac{8\pi g}{\sqrt{9-\frac{2g}{rh^{2}}}},train,mathwriting
images\train_00e06b79319bef49.png,n^{n^{n^{\cdot^{\cdot^{\cdot}}}}},train,mathwriting
images\train_00e07b0aebc600f1.png,\tau^{2}=\frac{4\pi^{2}\mu}{kZe^{2}}a^{3},train,mathwriting
images\train_00e09da7de773de6.png,\tilde{s},train,mathwriting
images\train_00e0d7a38ce25ce0.png,\delta(y)=\frac{e^{-\frac{y^{7}}{7}}}{\sqrt{7\pi}},train,mathwriting
images\train_00e0d855438b35c2.png,F=\frac{\sqrt{n+1}-1}{n},train,mathwriting
images\train_00e0f71a81285ffc.png,"(t_{0},t_{1},t_{2})",train,mathwriting
images\train_00e10232adc1ddee.png,\frac{\partial F_{k_{1}}}{\partial\phi},train,mathwriting
images\train_00e16843dc83d7c2.png,\frac{z}{z-1},train,mathwriting
images\train_00e17543ce1faccd.png,1:\sqrt{\varphi}:\varphi,train,mathwriting
images\train_00e17a5de2fcdd91.png,\sqrt{\frac{16}{35}},train,mathwriting
images\train_00e1963c4c31f118.png,W=\int Fdr,train,mathwriting
images\train_00e19f4b7b5be54a.png,MV^{2}\approx mv_{*}^{2},train,mathwriting
images\train_00e201360ae2e2a3.png,p=\frac{vd}{|v|^{2}},train,mathwriting
images\train_00e206f3a5cdc7fb.png,w_{1}\cdot\cdot\cdot w_{p},train,mathwriting
images\train_00e23fa7d1501c6b.png,"x*y=[x,e,y]",train,mathwriting
images\train_00e2814cb0319eb7.png,\frac{(4^{5}/1)}{98^{122}},train,mathwriting
images\train_00e2e06562a05b70.png,\sum_{i=0}^{n}y_{i}^{2},train,mathwriting
images\train_00e3175aab850dba.png,\overline{u^{\prime}v^{\prime}},train,mathwriting
images\train_00e32dd74292af46.png,\overline{A}=\frac{\Delta V}{\Delta t},train,mathwriting
images\train_00e3eeddd6f17645.png,U_{1}=[\begin{matrix}1&0\\ 0&1\end{matrix}],train,mathwriting
images\train_00e3f97070399fca.png,(132/10+9)\cdot6^{209}-232,train,mathwriting
images\train_00e43ff422af73ff.png,\chi=\frac{m_{vapour}}{m_{total}},train,mathwriting
images\train_00e44f038cd1aa47.png,A=\frac{\sqrt{3}}{4}a^{2},train,mathwriting
images\train_00e4cee6a44f7210.png,t\le\frac{n}{2},train,mathwriting
images\train_00e51fb89016010a.png,Y=(\begin{matrix}-y&0\\ 0&y\end{matrix}),train,mathwriting
images\train_00e535b636253418.png,\frac{7v^{-\frac{1}{x^{7}}}}{x^{4}},train,mathwriting
images\train_00e53ede8b43ffc1.png,\frac{3^{1}2^{0}+3^{0}2^{1}}{2^{4}-3^{2}}=\frac{5}{7},train,mathwriting
images\train_00e58bcfcd750c08.png,\frac{1}{\sqrt{2}}(\begin{matrix}1\\ -1\end{matrix}),train,mathwriting
images\train_00e5aaf566b43630.png,\frac{\partial u}{\partial t}=0,train,mathwriting
images\train_00e5dfc50eed578f.png,\tau=\sqrt{t^{2}-x^{2}},train,mathwriting
images\train_00e5e51dc362a59a.png,cos\theta=\frac{d}{k},train,mathwriting
images\train_00e6443dfefe507d.png,\dot{u}(t)=X_{u(t)},train,mathwriting
images\train_00e6fd65079fbe76.png,N\rightarrow M\rightarrow M^{\prime\prime},train,mathwriting
images\train_00e751cba08f4642.png,(\begin{matrix}6\\ 4\end{matrix}),train,mathwriting
images\train_00e76e96128e715c.png,-\frac{s^{2}}{10}+o(1),train,mathwriting
images\train_00e7c6af0facea1b.png,a_{max}=\frac{\hbar k\gamma}{2M},train,mathwriting
images\train_00e7efcc8ea5dc87.png,\tilde{\nu},train,mathwriting
images\train_00e8347b56063a92.png,i^{G}=(n+d)k^{G},train,mathwriting
images\train_00e85740d47a43c9.png,\frac{d}{dx}7,train,mathwriting
images\train_00e86b773b9d2f37.png,r=k_{1}[A]+k_{2}[A]^{2},train,mathwriting
images\train_00e8a248724f0cc6.png,2(\begin{matrix}n\\ j\end{matrix}),train,mathwriting
images\train_00e922adfa2756fc.png,\frac{\partial Q}{\partial t},train,mathwriting
images\train_00e95ecb6b053984.png,\hat{Tf}(\xi):=m(\xi)\hat{f}(\xi),train,mathwriting
images\train_00e9836bcee23775.png,\tilde{d}=\frac{top}{\sqrt{\frac{t_{0}t_{2}}{t_{0}\cdot t_{2}}}},train,mathwriting
images\train_00e9bc2d25a000dc.png,\frac{\partial B}{\partial z},train,mathwriting
images\train_00ea45de0964be9d.png,\overline{A}D,train,mathwriting
images\train_00eaa6c52615f111.png,\rho^{\prime}:\overline{V}\otimes V\rightarrow L,train,mathwriting
images\train_00eb054b083c84a0.png,A_{a}|||Bb,train,mathwriting
images\train_00eb749f93e352e4.png,H(2^{1})=[\begin{matrix}1&1\\ 1&-1\end{matrix}],train,mathwriting
images\train_00eb905c8f1926e4.png,sin\theta=\frac{H}{L},train,mathwriting
images\train_00ec2894c92d4aa9.png,\tilde{\lambda},train,mathwriting
images\train_00ec4ee77154cd8f.png,\Rightarrow r=\frac{1}{T}ln\frac{M_{a}T}{P_{0}},train,mathwriting
images\train_00ec7dba0d40f34d.png,w-c+D_{k}=0,train,mathwriting
images\train_00ecb97b5c7ec9ee.png,0\le t\le\frac{C_{2}}{\epsilon},train,mathwriting
images\train_00ed3e3fc1e5068d.png,\dot{\phi}=\frac{b-acos\theta}{sin^{2}\theta},train,mathwriting
images\train_00ed66f07dafdfc5.png,lim_{n\rightarrow\infty}\frac{t(n)}{b(n)}<\infty,train,mathwriting
images\train_00eda5490ed88b44.png,\hat{C}_{I},train,mathwriting
images\train_00ede45506fb9c52.png,P=2\pi r\sqrt{\frac{r}{\mu}},train,mathwriting
images\train_00ee229a098eeb61.png,\frac{m_{1}}{\sigma_{1}}=\frac{m_{2}}{\sigma_{2}},train,mathwriting
images\train_00ee987758b15d2d.png,[\begin{matrix}1&1\\ 0&1\end{matrix}],train,mathwriting
images\train_00ef425960bd0299.png,\sigma_{j}^{\eta},train,mathwriting
images\train_00ef6086302cdd95.png,"V:=L(\underline{a}_{1},...,\underline{a}_{r})",train,mathwriting
images\train_00efe48f6ed3b735.png,c=\sqrt[3]{\frac{2\pi^{2}}{3}}\approx1.874,train,mathwriting
images\train_00f0148fbf425c1c.png,D\{J\}\subseteq\tilde{D},train,mathwriting
images\train_00f036d0c23549a7.png,[\begin{matrix}0&1\\ -1&0\end{matrix}],train,mathwriting
images\train_00f0509fd5cfd63c.png,d=\sqrt{2R^{\prime}h},train,mathwriting
images\train_00f0bb94c7947140.png,\frac{dE}{dx}=0,train,mathwriting
images\train_00f0debe50f52c26.png,tan^{2}\alpha_{1}=-\frac{tan\beta_{1}}{tan\beta_{2}},train,mathwriting
images\train_00f0e305279a954e.png,"d\theta+\frac{1}{2}[\theta,\theta]=0",train,mathwriting
images\train_00f1ee348b861d22.png,B=A^{T}A=[\begin{matrix}9&0\\ 0&4\end{matrix}],train,mathwriting
images\train_00f21d6d1c0afa03.png,S=\int_{0}^{T}E[s(t)^{2}]dt,train,mathwriting
images\train_00f21f81ebb86f39.png,\sqrt{2n},train,mathwriting
images\train_00f2839763d2b654.png,c=\sum_{j=1}^{\infty}10^{-j!},train,mathwriting
images\train_00f2c19eff45a2a5.png,W=\lambda(-ln(U))^{1/k},train,mathwriting
images\train_00f2d801c40b9d00.png,"(M,g_{ab})",train,mathwriting
images\train_00f38f00eae63a99.png,377^{2}-\frac{\sqrt{356}^{499}}{59},train,mathwriting
images\train_00f3d27d71914f42.png,\tilde{S_{n}^{m}}=-\frac{S_{n}^{m}}{\mu R^{n}},train,mathwriting
images\train_00f3d70ec86eba31.png,\omega_{\hat{M}\hat{N}P},train,mathwriting
images\train_00f495694f60ac17.png,\int_{b}^{a},train,mathwriting
images\train_00f5a0be4a07f1f9.png,\frac{\frac{263}{4}}{409/9},train,mathwriting
images\train_00f5ca297edf2e26.png,J_{ij}\sim|i-j|^{-\alpha},train,mathwriting
images\train_00f5e6f5d2cb11d1.png,{k^{l}}^{f},train,mathwriting
images\train_00f61d0f12dfd4db.png,cos\theta=1/(n\beta),train,mathwriting
images\train_00f6721e80645ece.png,(\frac{8}{322}/2\cdot\frac{\frac{332}{6}}{380}),train,mathwriting
images\train_00f689117caf8f60.png,e^{-q\tau}\frac{\phi(d_{1})}{S\sigma\sqrt{\tau}},train,mathwriting
images\train_00f6f7ef428a0397.png,(\begin{matrix}n\\ 2\end{matrix}),train,mathwriting
images\train_00f71dd1e856a63c.png,\overline{15},train,mathwriting
images\train_00f7444bfe97f611.png,a_{0}x^{0}+\cdot\cdot\cdot+a_{n}x^{n},train,mathwriting
images\train_00f854c0483bcd9f.png,[\begin{matrix}0&1\\ 1&0\end{matrix}],train,mathwriting
images\train_00f872dcdcf9a6d9.png,t_{0}=t_{f}\sqrt{1-\frac{3}{2}\cdot\frac{r_{s}}{r}},train,mathwriting
images\train_00f8fa0c18fff0cc.png,1+\sqrt{2},train,mathwriting
images\train_00f90b582abdc20d.png,TK_{R}^{\prime\prime},train,mathwriting
images\train_00f974e8cfd33e28.png,\frac{e^{+\frac{0}{x^{8}}}}{x},train,mathwriting
images\train_00f9af2258d3615d.png,\epsilon(\begin{matrix}n\\ 2\end{matrix}),train,mathwriting
images\train_00f9d7470b1b1ed1.png,M=K[\begin{matrix}R&t\end{matrix}],train,mathwriting
images\train_00fa254ce55ba501.png,\frac{\partial C}{\partial\sigma},train,mathwriting
images\train_00fa6dbc3688b022.png,\int(1/lnx)dx,train,mathwriting
images\train_00fa8a194fbd6274.png,\sqrt{2E},train,mathwriting
images\train_00fb86544c5f7f56.png,\tilde{q},train,mathwriting
images\train_00fbefac9ed70a7e.png,\rho^{\prime}=\frac{\rho V+MV^{\prime}\mu}{V^{\prime}},train,mathwriting
images\train_00fc387bebab1c0f.png,\frac{\frac{4+463}{82}}{\frac{48}{142}},train,mathwriting
images\train_00fc765788191c35.png,\prod_{i\in I},train,mathwriting
images\train_00fca7fac02dd52c.png,{{3^{\sqrt{9}}}^{468}}^{(\frac{431}{38})^{7}},train,mathwriting
images\train_00fd543e9c4794ae.png,R=\frac{Z_{2}-Z_{1}}{Z_{2}+Z_{1}},train,mathwriting
images\train_00fd9b0cba0999e4.png,"B=\prod_{i=1}^{n}[a_{i},b_{i}]",train,mathwriting
images\train_00fe42623f898794.png,\varphi\vdash\neg\psi,train,mathwriting
images\train_00fe47838badc893.png,\perp=I^{*},train,mathwriting
images\train_00fec7bd66106b84.png,y=\frac{x}{ln(x)},train,mathwriting
images\train_00fecf740958aacb.png,(\begin{matrix}n\\ b\end{matrix}),train,mathwriting
images\train_00feeb81a1390563.png,|z|\ne\sqrt{z^{2}},train,mathwriting
images\train_00ff1acb4b0e83ae.png,l_{P}=\lambda_{e}\frac{\sqrt{\alpha_{G}}}{2\pi},train,mathwriting
images\train_00ff811a6eac7962.png,K_{SP}=\prod_{k}{a_{k}}^{m_{k}},train,mathwriting
images\train_00ff8a98ab8f96da.png,\frac{dx}{dt}=3,train,mathwriting
images\train_00ffa4b917b3a97c.png,cot^{2}\theta=csc^{2}\theta-1,train,mathwriting
images\train_010031dcbafa9f5c.png,E[Y_{n}|F_{n-1}]=Y_{n-1},train,mathwriting
images\train_010054e8df06606d.png,\int_{0}^{1}e(t)dt,train,mathwriting
images\train_0100ce299ae17902.png,\tilde{4},train,mathwriting
images\train_010122f20bfa687a.png,\delta L=-\frac{(\partial_{\mu}A^{\mu})^{2}}{2\xi},train,mathwriting
images\train_01012b599fc9a385.png,d\theta=\frac{-dv}{vtan\alpha},train,mathwriting
images\train_010161eb5139c6cc.png,\frac{dN(x)}{dx},train,mathwriting
images\train_010247b97c92b5c7.png,p=\frac{iv}{\sqrt{6-\frac{v^{7}}{f^{7}}}},train,mathwriting
images\train_01027535a57c05e9.png,\frac{x(2x+1)}{(x-1)^{4}},train,mathwriting
images\train_01030bbe7959180c.png,R\sim M^{-1/3},train,mathwriting
images\train_010369d56d8eaf58.png,s_{uy}=\frac{\overline{uy}}{\sqrt{\overline{u^{2}}\overline{y^{2}}}},train,mathwriting
images\train_01038bedef331a81.png,g(r)=\frac{n(r)}{\rho4\pi r^{2}\Delta r},train,mathwriting
images\train_01041cdbe8dd7c57.png,\sum_{k=1}^{n}\frac{1}{k},train,mathwriting
images\train_0105713e6253405f.png,G(R)=\sigma_{R}^{+}-\sigma_{R},train,mathwriting
images\train_0105b09d4bd9ea86.png,x^{2}\equiv a,train,mathwriting
images\train_0105d10045ce5e5e.png,\int vds,train,mathwriting
images\train_0105e579aa43b67e.png,\frac{\pi^{3}}{6}R^{6},train,mathwriting
images\train_0105f8cd4bea2763.png,\sqrt{h},train,mathwriting
images\train_01062143887d3eb4.png,y_{t}=y_{t-1}+c+e_{t},train,mathwriting
images\train_01069a0d0e32044c.png,(\begin{matrix}f_{xx}&f_{xy}\\ f_{xy}&f_{yy}\end{matrix}),train,mathwriting
images\train_0107315133308218.png,\frac{\frac{268+7}{236}}{88^{\sqrt{347}}},train,mathwriting
images\train_01083bb4d3fc2cf7.png,\varphi(\beta/\alpha),train,mathwriting
images\train_01089f8c338e4b0f.png,(\begin{matrix}p\\ n\end{matrix}),train,mathwriting
images\train_0108b185afb36dc8.png,t_{4}^{\prime}=\frac{t_{4}\cdot\frac{v}{h^{4}}r_{4}}{\sqrt{1\cdot\frac{v^{4}}{h^{4}}}},train,mathwriting
images\train_0108c6b2a7c4b34b.png,R(r)=CJ_{0}(\frac{k}{v}r),train,mathwriting
images\train_0109b649fb966418.png,i(t=0)=I_{0}cos(\phi),train,mathwriting
images\train_0109bd79405b8040.png,"\frac{\partial(x^{i_{1}},...,x^{i_{k}})}{\partial(u^{1},...,u^{k})}",train,mathwriting
