image_path,label,category
handwritten\VALIDATION_39250.jpg,ERWAN,handwritten
handwritten\VALIDATION_19728.jpg,ADENOT,handwritten
handwritten\VALIDATION_18639.jpg,PARAF,handwritten
handwritten\VALIDATION_21436.jpg,NESPOUX,handwritten
handwritten\VALIDATION_2198.jpg,SAMBARDIER,handwritten
handwritten\VALIDATION_26687.jpg,JEAN,handwritten
handwritten\VALIDATION_37672.jpg,SACHA,handwritten
handwritten\VALIDATION_0028.jpg,DABIN,handwritten
handwritten\VALIDATION_23374.jpg,KEVIN,handwritten
handwritten\VALIDATION_22732.jpg,IDIR,handwritten
handwritten\VALIDATION_12573.jpg,EL FEDDAOVI,handwritten
handwritten\VALIDATION_13118.jpg,ARISTIDE,handwritten
handwritten\VALIDATION_3143.jpg,PLANES,handwritten
handwritten\VALIDATION_17660.jpg,SYLIA,handwritten
handwritten\VALIDATION_0730.jpg,ROMAN,handwritten
handwritten\VALIDATION_29818.jpg,AXEL,handwritten
handwritten\VALIDATION_41020.jpg,TREILLARD,handwritten
handwritten\VALIDATION_12576.jpg,ALLAN,handwritten
handwritten\VALIDATION_20383.jpg,LEA,handwritten
handwritten\VALIDATION_37510.jpg,DETEIX,handwritten
handwritten\VALIDATION_34584.jpg,INES,handwritten
handwritten\VALIDATION_33186.jpg,VALENTINE,handwritten
handwritten\VALIDATION_4825.jpg,GUERARDEL,handwritten
handwritten\VALIDATION_8182.jpg,BULTEZ,handwritten
handwritten\VALIDATION_3367.jpg,ERWAN,handwritten
handwritten\VALIDATION_17520.jpg,RAPHAEL,handwritten
handwritten\VALIDATION_23788.jpg,HAZY,handwritten
handwritten\VALIDATION_40359.jpg,PARISS,handwritten
handwritten\VALIDATION_21166.jpg,BOUAMRANE,handwritten
handwritten\VALIDATION_12019.jpg,HAGRIH,handwritten
handwritten\VALIDATION_38273.jpg,BENMBAREK,handwritten
handwritten\VALIDATION_9792.jpg,VLADISLAV,handwritten
handwritten\VALIDATION_20699.jpg,DUROIS,handwritten
handwritten\VALIDATION_33143.jpg,LE ROUX,handwritten
handwritten\VALIDATION_39034.jpg,SENIBRZDES,handwritten
handwritten\VALIDATION_9087.jpg,MAYOLLE,handwritten
handwritten\VALIDATION_4081.jpg,JOUVENT,handwritten
handwritten\VALIDATION_24149.jpg,LANA,handwritten
handwritten\VALIDATION_28284.jpg,DAMIEN,handwritten
handwritten\VALIDATION_7440.jpg,VANZIELEGHEM,handwritten
handwritten\VALIDATION_24235.jpg,DESFORGES,handwritten
handwritten\VALIDATION_12575.jpg,ALAN,handwritten
handwritten\VALIDATION_12211.jpg,QUELLEN,handwritten
handwritten\VALIDATION_0417.jpg,BASTWOLUK,handwritten
handwritten\VALIDATION_40814.jpg,POCHON,handwritten
handwritten\VALIDATION_21474.jpg,ANTHMAU,handwritten
handwritten\VALIDATION_39851.jpg,EL AZZOUZI,handwritten
handwritten\VALIDATION_16855.jpg,CORALPE,handwritten
handwritten\VALIDATION_5388.jpg,SOURISSEAU,handwritten
handwritten\VALIDATION_11820.jpg,VASQUEZ,handwritten
handwritten\VALIDATION_1776.jpg,MATTIO,handwritten
handwritten\VALIDATION_12986.jpg,SARIA,handwritten
handwritten\VALIDATION_7434.jpg,OIRY,handwritten
handwritten\VALIDATION_21635.jpg,CLEMENCEAU,handwritten
handwritten\VALIDATION_8687.jpg,SERGENT,handwritten
handwritten\VALIDATION_13665.jpg,COLINE,handwritten
handwritten\VALIDATION_32359.jpg,MAYA,handwritten
handwritten\VALIDATION_0753.jpg,JULIE,handwritten
handwritten\VALIDATION_16949.jpg,CARLA,handwritten
handwritten\VALIDATION_1090.jpg,MARY,handwritten
handwritten\VALIDATION_10733.jpg,BLONDEAU,handwritten
handwritten\VALIDATION_13248.jpg,VAILLANT,handwritten
handwritten\VALIDATION_7238.jpg,NINON,handwritten
handwritten\VALIDATION_39267.jpg,BELARBT,handwritten
handwritten\VALIDATION_23158.jpg,MARIE EHICIE,handwritten
handwritten\VALIDATION_26581.jpg,FRANCOIS,handwritten
handwritten\VALIDATION_6038.jpg,PAYRE,handwritten
handwritten\VALIDATION_12619.jpg,AUDUSSEAU,handwritten
handwritten\VALIDATION_18908.jpg,ROMAIN,handwritten
handwritten\VALIDATION_36011.jpg,RIOULY,handwritten
handwritten\VALIDATION_28903.jpg,DELORY,handwritten
handwritten\VALIDATION_15675.jpg,ROCHOIS,handwritten
handwritten\VALIDATION_0014.jpg,TIFFANY,handwritten
handwritten\VALIDATION_24359.jpg,HARO-SILVENTE,handwritten
handwritten\VALIDATION_36666.jpg,TIPHAINE,handwritten
handwritten\VALIDATION_40431.jpg,NABAL,handwritten
handwritten\VALIDATION_27438.jpg,DUFOUR,handwritten
handwritten\VALIDATION_16275.jpg,EHRAKA,handwritten
handwritten\VALIDATION_11035.jpg,AXEZ,handwritten
handwritten\VALIDATION_3905.jpg,GUILLOUT,handwritten
handwritten\VALIDATION_34390.jpg,MAGNE,handwritten
handwritten\VALIDATION_30137.jpg,FARCY,handwritten
handwritten\VALIDATION_7930.jpg,DA CRUZ,handwritten
handwritten\VALIDATION_28543.jpg,TRACHEZ,handwritten
historical\hist_0000.png,Historical Manuscript Document Sample 1,historical
historical\hist_0001.png,Historical Manuscript Document Sample 2,historical
historical\hist_0002.png,Historical Manuscript Document Sample 3,historical
historical\hist_0003.png,Historical Manuscript Document Sample 4,historical
historical\hist_0004.png,Historical Manuscript Document Sample 5,historical
historical\hist_0005.png,Historical Manuscript Document Sample 6,historical
historical\hist_0006.png,Historical Manuscript Document Sample 7,historical
historical\hist_0007.png,Historical Manuscript Document Sample 8,historical
historical\hist_0008.png,Historical Manuscript Document Sample 9,historical
historical\hist_0009.png,Historical Manuscript Document Sample 10,historical
historical\hist_0010.png,Historical Manuscript Document Sample 11,historical
historical\hist_0011.png,Historical Manuscript Document Sample 12,historical
historical\hist_0012.png,Historical Manuscript Document Sample 13,historical
historical\hist_0013.png,Historical Manuscript Document Sample 14,historical
historical\hist_0014.png,Historical Manuscript Document Sample 15,historical
historical\hist_0015.png,Historical Manuscript Document Sample 16,historical
historical\hist_0016.png,Historical Manuscript Document Sample 17,historical
historical\hist_0017.png,Historical Manuscript Document Sample 18,historical
historical\hist_0018.png,Historical Manuscript Document Sample 19,historical
historical\hist_0019.png,Historical Manuscript Document Sample 20,historical
historical\hist_0020.png,Historical Manuscript Document Sample 21,historical
historical\hist_0021.png,Historical Manuscript Document Sample 22,historical
historical\hist_0022.png,Historical Manuscript Document Sample 23,historical
historical\hist_0023.png,Historical Manuscript Document Sample 24,historical
historical\hist_0024.png,Historical Manuscript Document Sample 25,historical
historical\hist_0025.png,Historical Manuscript Document Sample 26,historical
historical\hist_0026.png,Historical Manuscript Document Sample 27,historical
historical\hist_0027.png,Historical Manuscript Document Sample 28,historical
historical\hist_0028.png,Historical Manuscript Document Sample 29,historical
historical\hist_0029.png,Historical Manuscript Document Sample 30,historical
historical\hist_0030.png,Historical Manuscript Document Sample 31,historical
historical\hist_0031.png,Historical Manuscript Document Sample 32,historical
historical\hist_0032.png,Historical Manuscript Document Sample 33,historical
historical\hist_0033.png,Historical Manuscript Document Sample 34,historical
historical\hist_0034.png,Historical Manuscript Document Sample 35,historical
historical\hist_0035.png,Historical Manuscript Document Sample 36,historical
historical\hist_0036.png,Historical Manuscript Document Sample 37,historical
historical\hist_0037.png,Historical Manuscript Document Sample 38,historical
historical\hist_0038.png,Historical Manuscript Document Sample 39,historical
historical\hist_0039.png,Historical Manuscript Document Sample 40,historical
